SubjectID	Sex	Ethnicity	Age	Raised	Nearest city	II.1	II.2	II.3	II.3a	II.3b	II.4	II.5	II.5a	II.6	II.7	III.1	III.2	III.3	III.4	III.5	III.6	III.7	III.8	III.9	III.10
237	f	Hispanic	23	Houston, TX	San Antonio, Austin	f	2 (s,c,o)	s		sub	w	2		b	d	y	y	n	n	n	n	n	y	y	n
238	m	White/European	18	East Lansing, Michigan	Detroit,or Chicago if they are unfamiliar with Detroit	f	p	s		sub	d	2	Icing is on the inside of the cake and has a different texture than frosting,which usually goes on top of a cake.	b	d	n	y	n	y	n	n	n	n	y	n
239	f	White	18	Liverpool, NY	Syracuse	l	s	s		sub	w	2	Frosting is heavier and covers the entire cake,while icing is for decorative use.	b	d	y	y	y	y	n	y	n	n	y	n
240	f	White	21	Huntsville, Alabama	Birmingham, Alabama or Nashville, Tennessee (if they were particularly clueless, I might say Atlanta)	l	2 (s,c)	z (p)	Po'boy is from Louisiana, typically with fish. Sub is everything else.	sub	2 (d,w)	2	Icing is small decoration,frosting covers the whole cake	b	d	y	y	y	y	n	y	n	n	y	n
241	f	White	20	Lakeland/Solvay, New York	Syracuse, New York	f	s	s		sub	2 (d,w)	2		b	d	y	y	n	y	n	y	n	n	y	n
242	f	Hispanic	21	Westfield, New Jersey	New York City	f	s	z (h)	Hoagies are hot. Subs are cold. My parents say Hoagies but people in Westfield definitely say "sub"	sub	w	2	Icing is thinner.	b	d	y	n	y	y	n	y	n	n	n	n
243	Non-binary	White	19	Cary, NC	Raleigh, NC	f	s	s		sub	w	2	Icing is thin, to be spread over a cake uniformly Frosting more often goes on cupcakes and has 3D shape/design to it	2	2	y	y	y	y	n	y	n	n	y	n
244	f	Mixed	20	Shoreham & Westhampton, NY	Near NYC,generally I would say I'm from Long Island, NY	f	s	s		sub	w	f		b	d	y	n	y	n	n	y	n	n	n	n
245	f	White	58	kings beach,ca Las Vegas, Nevada	Reno, Nevada	l	s	s		sub	w	f	Icing is for cookies Frosting is for a cake or cupcake	b	d	y	y	n	y	y	y	n	n	y	n
246	f	Eastern European	20	West Sand Lake, New York	Albany, New York	f	s	s		sub	w	2	Frosting is something you put on cupcakes, icing is a glaze you put on bunt cakes	b	d	n	y	y	n	n	n	n	n	y	n
247	f	White	20	Wayne Pennsylvania	Philadelphia, two hours south of New York	f	s	h		hoagie	w	2		b	d	n	y	y	y	n	y	n	n	y	n
248	f	white	23	Boston	Cleveland	l	f	s		s	w	i		b	d	y	y	y	y	n	y	n	n	y	n
249	f	chinese-canadian	23	British Columbia	Vancouver	l	p	s		s	w	f		b	d	y	n	n	y	n	y	n	n	y	n
250	m	white	59	Pittsberg,pennsylvania	New York	l 	p	z (h)	yes,hoagies must be hot; subs are traditionally cold,but now the Subway chain heats them	h	2 (w,b)	i		b	2	y	n	y	y	y	y	n	y	y	n
251	f	white	21	Marlborough, MA MA	Boston	f	t	s		s	b	2	Icing is for fine details; frosting is for the larger decorating.	b	d	y	n	y	y	n	y	n	n	n	n
252	f	african-american	20	Decatur,georgia	Atlanta,georgia	f	t	s		s	w	2	no	b	d	y	y	y	y	y	y	n	y	y	y
253	m	white	19	Florham Park	New York	l	t	s		s	w	i		b	d	n	n	y	y	n	n	n	n	n	n
254	f	white	18	Narberth,pennsylvania	Philadelphia	2	s	h		h	w	f		b	d	n	y	y	y	n	y	n	n	y	n
255	f	white	18	Highland Village, Texas	Dallas, Texas	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
256	f	white	22	Baton Rouge, Louisiana 	New Orleans, Louisiana	f	s	p		p	w	i		b	d	n	y	y	n	y	n	n	y	y	n
257	f	white	19	Boston	Cleveland	l	f	s		s	w	i		b	d	y	y	y	y	n	y	n	n	y	n
258	m	African-American	18	Somerset Mews, New Jersey	New York	2	t	s		s	w	i		b	d	y	y	y	n	n	y	n	y	y	n
259	m	white	23	Mannford	Texas	l	p	z (h,p)	Sub is thinner,hoagie is thick, and Po Boy is usually more southern (and has shrimp or something on it)	s	w	2	no	b	2	y	y	n	y	n	y	n	y	y	y
260	m	white	20	Boston	Cleveland	l	f	s		s	w	2	no	b	d	y	y	y	y	n	y	n	y	y	n
261	m	white	21	Pittsberg,pennsylvania	New York	l	p	z (h)	no	h	w	i		b	d	y	n	y	y	y	y	n	y	y	n
262	m	white	20	Philadelphia,pennsylvania	New York	l	s	h		h	w	i		b	d	y	n	y	y	y	y	n	y	y	n
263	f	white	22	Irwin,pA	Pittsburgh	2	p	z (h)	A hoagie is cold.	h	w	i		b	d	y	y	y	n	n	n	n	y	y	y
264	f	white	22	Philadelphia,pA	Philadelphia,pA	l	s	h		h	w	i		b	d	n	n	y	y	n	n	y	n	n	n
265	f	white	22	Dallas, TX	Dallas	f	2 (s,f)			s	w	i		b	d	y	y	y	y	y	y	n	y	y	n
266	f	white	22	Port Washington, NY (on Long Island)	New York City	f	s	s		s	w	2	Frosting may be more frothy/ creamy,but not really. 	b	d	n	n	y	y	n	n	y	n	n	n
267	f	hispanic/asian	22	Key Biscayne,fL	Miami,fL	2	s	s		s	w	f		b	d	y	y	y	y	n	y	n	n	y	n
268	f	white	26	Boxford, MA	Boston, MA	l	s	s		s	w	f		b	d	y	n	n	y	n	y	n	n	n	n
269	m	Asian,hispanic	16	Key Biscayne,fL	Miami,fL	2	s				w	2		b	d	y	n	y	y	n	y	n	n	n	n
270	f	asian	50	Park Ridge, IL	Chicago	2	s	s		s	w	f		b	d	n	y	n	y	n	n	n	n	y	n
271	f	asian	82	Kauai,hawaii	Honolulu	2	p	s		s	w	2		b	d	y	y	n	y	n	n	n	n	y	n
272	f	Indian	21	Voorhees, NJ	Philadelphia	2	s	z (h)	Hoagie is usually hot,sub is cold.	s	w	2	No	b	d	y	n	n	y	n	y	n	n	y	n
273	f	white	21	West Chester,pA	Philadelphia	2	s	h		h	2 (d,w)	2	Nope	b	d	y	y	y	y	n	n	n	y	y	n
274	f	Hispanic	22	Elizabeth, NJ	New York City	f	s				w	f		b	d	y	n	n	y	n	y	n	n	y	n
275	m	Asian	20	Santa Monica,cA and Venice,cA	Los Angeles,cA	f	s	z (h)	They are both cold- no difference, just use hoagie since coming to Philly	s	d	2	Frosting is in-between and around cakes,but icing is decorating	b	d	y	y	n	y	n	y	n	n	y	n
276	f	white	22	New Rochelle, NY	Westchester, NY a little north of New York City	f	s			s	w	f		b	d	n	n	y	y	n	n	n	n	n	n
277	m	white	20	Brentwood, TN	Nashville, TN	l	f				w	2		b	d	y	y	y	y	y	y	n	n	y	n
278	m	white	23	Brooklyn	New York City	2	s	z (r) 	no	s	w	2	no	b	2	n	n	y	y	n	n	n	n	n	n
279	f	white	22	New York City	New York City	f	s	s	no	s	w	2	yes	b	d	y	n	y	y	n	y	n	n	y	n
280	f	black/hispanic	21	Bronx	New York City	2	sd	z (r) 	yes	r	w	i	no	b	d	n	y	y	n	n	n	n	n	n	n
281	none	white	20	Philadelphia	Philadelphia	l	2 (s,c)	z (h)	yes	h	w	i	no	b	d	n	y	y	n	n	n	n	y	n	y
282	f	black/white	19	Redondo Beach/Jacksonville/Oklahoma City	LA/Orlando/Oklahoma City	2	2 (p,s)	s	no	s	w	2	yes	b	d	y	y	y	y	y	y	n	n	y	n
283	f	asian/white	22	Seattle	Seattle	f	s	z (p)	yes	s	d	f	no	b	d	y	y	n	y	n	y	n	n	y	n
284	f	white	20	Milpitas	San Francisco	f	s	z (h)	no	s	2 (d,w)	2	yes	b	d	y	y	n	y	n	y	n	n	y	n
285	m	asian	22	Cambridge	Boston	f	2 (sd,s)	z (g)	yes	s	w	2	no	b	d	y	y	y	n	n	y	n	n	y	n
286	f	hispanic	30	Staten Island	New York City	l	s	z (r)	yes	s	w	2	no	b	d	n	n	y	n	n	n	n	n	n	n
287	f	white	21	Fairfax	Washington D.C.	2	2 (sd,s)	z (p,h)	yes	s	w	2	no	2	d	y	n	y	n	n	y	n	n	y	n
288	m	white	20	Sciutate	Boston	2	s	s	no	s	2 (w,b)	2	yes	b	d	y	n	n	y	n	y	n	n	n	n
289	f	black/white	20	Philadelphia	Philadelphia	l	2 (sd,s)	2 (g,h)	yes	h	w	2	yes	b	d	n	y	y	y	n	n	y	y	n	n
290	f	asian	21	Oxford	Memphis	2	2 (s,c)	z (p,h)	no	s	w	2	no	b	d	y	y	y	y	y	y	n	y	y	n
291	f	white	21	Philadelphia	Philadelphia	2	s	z (h)	yes	h	w	2	no	b	d	n	n	y	y	n	y	n	n	n	n
292	m	white	21	Granite Bay	Sacramento	f	s	s	no	s	w	2	yes	b	d	y	y	y	y	n	y	n	n	y	n
293	f	white	19	Wynnewood,pA	Philadelphia	l	s	h		h	w	i		b	d	n	n	y	y	n	n	n	n	n	n
294	m	Hispanic	18	Loredo, TX	San Antonio	f	2 (s,c)	s		sandwich	w	2	No?	b	2	y	n	n	y	n	n	n	n	y	n
295	f	white	18	Tarzana,cA	Los Angeles	f	s			s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
296	f	white	55	Coatesville,pA	Philadelphia	l	s	h		h	w	i		b	d	n	n	y	y	n	n	n	n	n	n
297	m	white	18	Rochester, NY	Torono	f	2 (p,s)	s		s	d	2	meaning between the answers? Icing is thicker and more substantial.	b	d	n	y	n	y	n	n	n	n	y	n
298	f 	white	19	Chicago	Chicago	l	2 (s,c)	z (h,r)	sub is cold	s	w	f		b	d	n	y	y	y	n	y	n	n	y	n
299	f	white	18	Wayland, MA	Boston	f	s	z (p,h)	po'boy is from the south,hoagie makes me think cheesesteak,subs are from subway	sandwich	w	2	icing is fancy	b	d	y	n	y	y	n	y	n	n	n	n
300	f	white	19	Palm Beach Gardens,fL and Charlotte, NC	Fort Lauderdale,charlotte	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
301	f	white	19	Rochester, NY	Buffalo, NY	f	s	s		s	2 (d,w)	f		b	d	n	n	y	y	n	n	n	n	n	n
302	f	caucasian	21	San Francisco	San Francisco	f	s	s		s	w	f		b	d	y	n	n	y	n	y	n	n	n	n
303	m	caucasian	19	Revere, MA and Lynnfield, MA	Boston	f	2 (s,t)	z (p)	A po'boy is a specific type of sandwhich,generally southern. Otherwise, I refer to every other type of large sadnwhich as a sub.	s	b	f		b	d	y	n	y	y	n	y	n	n	n	n
304	f	white	18	St. Louis, MO	St. Louis	l	s	s		sandwich	w	i		b	d	y	y	y	y	n	y	n	n	y	n
305	f	Italian	67	Paw Paw, MI	Kalamazoo, MI	l	p	s		sandwich	w	f		b	s	n	n	n	y	n	n	n	n	y	n
306	m	Jewish	55	Long Beach, NY	New York City	l	s	z (r )	No difference	sandwich	w	i		b	d 	n	n	n	y	n	n	n	n	n	n
307	f	Asian	19	Somerton,philadelphia,pA	Philadelphia	2	2 (f,s)	h		h	w	2	no	2	d	y	n	y	n	n	y	y	n	n	n
308	m	asian	18	Briarcliff Manor, NY	New York 	f	s	z (h)	Sub is usually more for a sandwich with cold-cuts. Hoagie is usually associated with meatballs.	s	w	2	No	b	d	n	n	y	y	n	y	n	n	n	n
309	f	white	19	San Francisco and Palo Alto,cA	San Francisco	f	s	s		s	2 (d,w)	2	No	b	d	y	y	n	y	n	y	n	n	y	n
310	f	white	18	Naperville, Illinois	Chicago	f	s	s		s	w	2	Frosting is soft, icing is hard	b	d	y	y	n	y	n	y	n	n	y	n
311	m	South Asian 	18	Lansdale,pA, US	Philadelphia	l	s	h		h	w	2		b	d	y	y	y	y	n	y	n	n	y	n
312	f	white	18	Franklin, MA	Boston	f	s	s (g)		s	w	f		2	2	n	n	y	n	n	n	n	n	n	n
313	m	South Asian 	18	State College,pA and East Mongmeadow, MA	Pittsburgh and Boston	f	s	s (g)	Grinders are typically hot and subs are cold.	g	w	2	No	b	d	y	y	n	n	n	y	n	n	y	n
314	f	white	18	Cincinnati,ohio	Chicago	2	s	s (h)		s	w	f	No	b	d	y	y	y	y	n	y	n	n	y	n
315	f	asian	20	Delano, Minnesota	Minneapolis/St.Paul	f	f	s		o	d	f		b	d	n	y	y	n	n	n	n	n	y	y
316	f	white	18	Mountain View,cA and Mercer Island,wA 	San Francisco,seattle	f	s	s		s	w	2	Icing is thin,frosting is thick	b	d	y	y	n	n	n	y	n	n	y	n
317	f	Asian	19	Rosemead,cA	Los Angeles,cA	f	s	s		o		2	No	b	d	y	y	y	y	n	y	n	y	y	n
318	f	native alaskan/caucasian	18	Kodiak, AK	Anchorage or Juneau	f	s	s		s	d	2	icing is thinner and less likely to be colored	b	d	y	y	n	y	n	y	n	n	y	n
319	m	asian	18	Allentown,pA	Philadelphia	2	s	z (h)	 A sub usually means a longer,cold sandwich,whereas a hoagie is shorter and can be either hot or cold. 	s	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
320	f	white	19	Scottsdale, AZ	Phoenix, AZ	f	s	s		s	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
321	m	white	19	Allen, TX	Dallas, TX	f	s	s		s	w	2	There is but I have forgotten it.	b	d	y	y	n	y	n	y	n	y	n	y
322	m	white/caucasian/irish	19	Bryn Mawr,pA	Philadelphia,pA	f	s	s		s	w	f		b	d	y	y	y	n	y	n	n	n	y	n
323	m	other 	19	McLean, VA	WashingtonD.C.	f	s	z (h)	A hogie is dependent on the type of bread. A sub is similar to a hoagie but with softer bread.	other: sandwhich 	w	2	no	b	d	y	n	y	n	n	y	n	n	n	n
324	m	filipino 	18	Los Angeles 	Los Angeles 	f	s	p		p	w	2	frosting is all over while icing is decorative 	b	d	y	y	n	y	n	y	n	n	y	n
325	m	white 	80 	Augusta,gA 	Augusta,gA	l	f	s		other: none of these were available at the time when I grew up 	w	i		b	d	n	n	n	y	y	n	n	n	y	n
326	m	caucasion 	46	Dallas, TX	Dallas, TX 	2	s	s		s	w	2	no	b	d	n	y	n	y	n	n	n	n	y	n
327	f	hispanic 	19 	West Palm Beach,fL	Miami,fL	f	f	z (h)	I don't know 	s	w	2	I don't know 	b	d	y	y	y	n	n	y	n	y	y	n
328	f	hispanic 	44	Plano, TX	Dallas, TX	2	c	s		s	w	i		2	d	y	y	y	y	y	y	n	n	y	n
329	f	white/jewish 	18	Norcross,gA	Atlanta 	f	s	s		s	w	2	to me, icing is what covers the whole cake or fills the layers while frosting is more decorative	b	d	y	y	n	y	n	y	n	n	y	n
330	m	white 	19 	Norcross,gA	Atlanta 	f	s	z (h)	I consider hogies to be hot. Subs could either be hot or cold	s	w	i	icing goes on cake,frosting goes on cupcakes 	b	d	n	n	n	y	y	n	n	n	n	n
331	f	asian and caucasion 	18	Honolulu,hI	Honolulu is the capital of Hawaii. If you don't know where Honolulu is, you probably don't know where any other city in Hawaii is	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
332	f	white, korean 	22	Detroit, MI	Detroit, MI	l	2 (p,s)	s		sub,sandwhich, melt	w	f		b	d	y	y	n	y	n	n	n	n	y	n
333	f	white 	20	Essex, VT	Montreal 	l	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
334	f	white 	21	Binghamton, NY	New York City 	f	s	s		s	w	2	frosting is thick and soft, icing is coars and hardens 	b	d	n	y	n	y	n	y	n	n	y	n
335	f	caucasion 	21	Louisville,cL	Denver 	f	s	z (h)	subs can be hot,hoagies are always cold 	s	d	2	no difference at all 	b	d	y	y	y	y	n	y	n	n	y	n
336	f	mixed 	19	New Jersey and North Carolina 	New Jersey and Charlotte, NC	2	s	s		s	w	i		b	d	y	y	y	y	n	n	n	n	y	n
337	m	caucasion 	50 	Bellingham,wA	Seattle 	f	s	z (h)	no	s	d	2	yes, icing is thin, usually sugar and water,frosting is thick,for example buttercream 	b	d	y	y	n	n	n	y	n	n	y	n
338	m	white 	20	Bethpage, TN	Nashville 	l	2 (f,c)	s		s	w	2	icing is used when it is on a cake. Frosting is what it is called before it's on the cake 	b	d	y	y	y	y	y	y	n	y	y	y
339	F	African American/Black	19	Elmont, NY	New York City	f	s	z (h,r)	I feel like a sub is cold? Hero could be hot or cold? Hoagie would be cold I assume	r	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
340	F	White	19	Ambler,pennsylvania	Philadelphia area	f	s	h			w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
341	F	White	50	Warwick,rI	Providence,rI 	l	s	g			b	f		p	s	n	n	n	y	n	n	n	n	n	n
342	F	Hispanic	19	Riverdale,bronx	New York City	f	s	s			w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
343	F	White	21	Riverside,cT	New York City	2	s	s			w,d 	2	icing is thinner	b	d	y	y	y	y	n	y	n	n	y	n
344	F	White	20	Darien,cT	New York City	f	s	s		s	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
345	M	White	51	Albuquerque, NM	Albuquerque	f	s	z (h,p,g)	Grinder is hot.  Po'boy is hot.  Sub and Hero are cold.		w,d 	2	no	2	d	y	y	n	y	n	y	n	n	y	n
346	F	White	19	Manhasset, NY	New York City	n	s	no			w	2	no	b	d	n	n	y	n	n	n	n	n	n	n
347	F	White	19	Narberth,pennsylvania	Philadelphia are	f	s	h		h	w	i		b	d	y	y	y	y	n	n	n	n	n	n
348	F	White	20	South Orange, NJ	Philadelphia area	l	s	z (h)	no	h	w	2	icing is on a cake,frosting would be on a different think like a cupcake or cookie	b	d	n	y	n	y	n	y	n	n	y	n
349	F	White	20	Bronxville, NY	New York City	f	s	s			w	2	icing is sometimes thinner and more liquidy while frosting would be like buttercream	b	d	y	y	y	y	n	y	n	n	y	n
350	F	White	19	Westford, MA	Boston, MA	f	s	s			w	f		b	d	y	n	y	n	n	y	n	n	y	n
351	F	White	25	Wayne,pA	Philadelphia area	f	s	h			w	2	no	b	d	y	n	y	y	n	y	n	n	n	n
352	M	White	20	New York City	New York City	f	s	s			w	2	no	b	d	y	y	y	y	n	y	n	n	n	n
353	F	African American/Black	19	Maplewood, NJ	New York City	f	s	none			w	i		b	d	n	n	y	y	n	y	n	n	n	n
354	f	white	20	New York, NY	New York City	f	s				w	f		b	d	n	n	y	y	n	n	n	n	n	n
355	f	caucasian	19	Cedarhurst, NY	New York City	f	s	r			w	2	icing is thinner	b	d	n	n	y	y	n	n	n	n	n	n
356	f	white	20	Los Angeles,cA	Los Angeles	f	s	s		s	w	f		b	d	y	y	y	n	n	n	n	n	y	n
357	m	white	19	La Jolla,cA	Southern CA or Los Angeles	f	f	s		z (o)	2 (d,w)	i		b	d	y	y	n	y	n	y	n	n	n	n
358	m	caucasian	19	Milwaukee,wI	Chicago	f	s	s		s	w	f		b	d	n	y	n	n	y	y	n	n	n	n
359	f	caucasian	20	Skokie, Il	Chicago	f	2 (p,s)				w	2	no	b	d	n	y	n	n	n	n	n	n	y	n
360	m	white	20	Potomac, Maryland	Washington,dC	f	s	s		s	w	2	no	b	d	n	y	y	n	n	n	n	n	y	n
361	f	white	19	Stamford,cT	New York City	f	s				w	2	icing is thinner	b	d	y	n	y	y	n	y	n	n	n	n
362	f	white	18	Davie,fl	Miami,fl	2	s	s		s	w	2	no	b	d	y	n	y	y	n	y	n	n	n	n
363	f	white	22	Toronto,canada	Toronto	f	s	s		s	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
364	m	white	21	Teaneck, NJ	New York City	f	s				w	2	no	b	2	y	n	y	y	n	n	n	n	n	n
365	f	caucasian	42	New York, NY, Englewood, NJ	New York City	f	s	r		r	w	i		b	s	n	n	n	y	n	n	n	n	n	n
366	m	white	19	San Fransisco,cA	San Fransisco	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
367	m	white	45	Monsey, NY	New York City	f	s	z (r,h)	no	r	w	i		b	d	y	n	y	y	n	y	n	n	n	n
368	f	white	16	Englewood, NJ	New York City	f	s			o	w	2	no	b	d	y	n	y	n	n	n	n	n	n	n
369	f	asian	20	Columbia, MD	Baltimore	l	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
370	f	white	20	Wenham, MA	Boston	l	s	s		s	w	2	frosting=what's on cake; icing=what you use to decorate cakes	b	d	y	n	y	y	n	y	n	n	n	n
371	f	hispanic	20	Bethesda, MD	DC	2	s	z (h)	hogie for wawa sandwiches	sandwich	w	2	no	b	d	y	y	n	n	n	y	n	n	y	n
372	m	white	22	DC	DC	f	s	s		s	w	2	don't think so	b	d	y	y	y	n	n	y	n	n	y	n
373	m	asian	21	Houston, TX & Ridgewood, NJ	Houston & NYC	f	s	s		s	w	2	don't think so	b	d	y	y	y	y	n	y	n	n	y	n
374	m	white	21	St. Louis, MO	St. Louis	l	s	s	no	s	w	i		b	d	y	y	y	y	n	n	n	n	y	n
